Company,Job Title,Location,Remote,Experience Level,Date Posted,Easy Apply,Applicants,Required Skills,Salary
Found By Few,Data Analyst,Poland,Yes,Trainee,2025-02-19,No,412,"SQL, Excel, Machine Learning, Big Data, Python",£30K - £40K
Cochrane,Freelance Online Data Analyst,Ireland,No,Senior,2025-02-16,Yes,267,"Data Visualization, Machine Learning, Python, Statistics",$70K - $90K
Binance,Data Science Intern,Norway,No,Fellowship,2025-02-01,No,386,"Data Visualization, Big Data, ETL, Power BI",€35K - €45K
Peroptyx,Freelance Online Data Analyst,United Kingdom,No,Internship,2025-02-18,Yes,164,"Power BI, Python, SQL, Machine Learning",€50K - €60K
CONNECTMETA.AI,Freelance Online Data Analyst,Norway,No,Internship,2025-01-28,Yes,222,"ETL, Data Visualization, Machine Learning, Statistics, Big Data",$50K - $70K
TELUS Digital,Data Scientist,Portugal,No,Entry-level,2025-01-27,Yes,83,"Excel, Statistics, ETL",$70K - $90K
Oeson Learning™,Data Science Intern,Norway,Yes,Trainee,2025-02-05,No,17,"SQL, Machine Learning, Big Data, Python, ETL",€35K - €45K
Oeson Learning™,Sustainability Data Analyst,United Kingdom,No,Internship,2025-02-03,No,139,"Excel, ETL, Power BI, SQL, Big Data, Machine Learning",£30K - £40K
Oeson Learning™,Online Data Analyst,Norway,Yes,Fellowship,2025-02-19,Yes,157,"Statistics, Machine Learning, Excel, Big Data",$50K - $70K
Found By Few,Trainee Data Analyst,United Kingdom,Yes,Freelance,2025-02-17,No,111,"Data Visualization, Python, Power BI, SQL, Excel",£40K - £50K
Peroptyx,Freelance Online Data Analyst,Saudi Arabia,Yes,Fellowship,2025-02-20,No,237,"Power BI, Python, Excel, ETL, Big Data, Machine Learning",Not Disclosed
TELUS Digital,Data Analyst,Spain,No,Internship,2025-02-05,Yes,138,"Excel, Tableau, Machine Learning, Statistics, ETL, Python",$50K - $70K
Binance,Data Analyst,Germany,Yes,Trainee,2025-02-10,No,60,"Python, Machine Learning, SQL, Statistics, Big Data, Power BI",$50K - $70K
Found By Few,Data Scientist,Italy,No,Mid-level,2025-02-09,Yes,137,"Excel, Power BI, SQL, Tableau, ETL, Big Data",$70K - $90K
Binance,Online Data Analyst,Ireland,No,Senior,2025-02-10,Yes,149,"Python, Machine Learning, Data Visualization, Statistics",€50K - €60K
TELUS Digital,Data Scientist,Poland,Yes,Mid-level,2025-02-19,Yes,396,"SQL, Power BI, ETL, Data Visualization",$70K - $90K
CONNECTMETA.AI,Online Data Analyst,Ireland,Yes,Mid-level,2025-02-11,No,366,"SQL, ETL, Python, Statistics, Big Data",£30K - £40K
Talent Glider,Data Science Intern,Italy,Yes,Entry-level,2025-01-25,No,371,"Python, Power BI, Big Data, Statistics",Not Disclosed
Dataleum,Data Scientist,United Kingdom,No,Fellowship,2025-01-25,Yes,147,"Python, Statistics, SQL",£30K - £40K
Oeson Learning™,Freelance Online Data Analyst,Italy,Yes,Freelance,2025-02-14,Yes,463,"Python, Big Data, ETL",$50K - $70K
Talent Glider,Freelance Online Data Analyst,Portugal,No,Trainee,2025-01-29,Yes,236,"Power BI, ETL, Statistics, Tableau, Machine Learning",£30K - £40K
Found By Few,Trainee Data Analyst,France,No,Mid-level,2025-02-15,Yes,68,"Tableau, Machine Learning, SQL",€35K - €45K
Cochrane,Data Science Intern,Poland,Yes,Mid-level,2025-01-29,Yes,409,"Excel, Tableau, ETL, Python",Not Disclosed
Talent Glider,Freelance Online Data Analyst,Nigeria,No,Internship,2025-01-28,No,224,"Machine Learning, Excel, Big Data",£40K - £50K
TELUS Digital,Trainee Data Analyst,France,No,Mid-level,2025-01-25,No,483,"Power BI, ETL, Big Data, Machine Learning, SQL",€35K - €45K
Dataleum,Trainee Data Analyst,Poland,No,Senior,2025-02-15,Yes,130,"Machine Learning, Data Visualization, Tableau, Statistics, Power BI",$50K - $70K
Talent Glider,Data Science Intern,Spain,No,Fellowship,2025-01-24,Yes,267,"Python, Statistics, Data Visualization, ETL, Power BI",£30K - £40K
Binance,Freelance Online Data Analyst,Saudi Arabia,No,Fellowship,2025-02-03,No,433,"Big Data, Python, Statistics, Power BI, Machine Learning, Tableau",£40K - £50K
TELUS Digital,Data Scientist,UAE,No,Internship,2025-02-18,Yes,83,"SQL, ETL, Machine Learning, Excel",€50K - €60K
Cochrane,Data Scientist,Norway,Yes,Mid-level,2025-02-04,No,467,"SQL, Tableau, ETL",£30K - £40K
Talent Glider,Online Data Analyst,Germany,Yes,Trainee,2025-01-28,No,411,"Big Data, Tableau, Statistics",€50K - €60K
TELUS Digital,Trainee Data Analyst,Poland,No,Mid-level,2025-02-09,No,290,"Statistics, Power BI, SQL, Excel, Tableau, Python",$50K - $70K
Oeson Learning™,Data Analyst,Poland,No,Internship,2025-01-28,No,291,"ETL, Data Visualization, Power BI, Tableau, Excel, Statistics",€35K - €45K
Binance,Trainee Data Analyst,United Kingdom,Yes,Entry-level,2025-02-08,Yes,154,"Power BI, SQL, Tableau, Python",Not Disclosed
TELUS Digital,Data Analyst,Portugal,No,Freelance,2025-02-11,No,266,"Power BI, SQL, Data Visualization, Machine Learning, ETL",Not Disclosed
Binance,Online Data Analyst,UAE,Yes,Senior,2025-02-02,Yes,83,"Big Data, SQL, Statistics, Machine Learning, Tableau, Data Visualization",Not Disclosed
Oeson Learning™,Sustainability Data Analyst,Saudi Arabia,No,Mid-level,2025-02-19,No,309,"Statistics, Excel, Machine Learning, Data Visualization, Tableau, Power BI",£30K - £40K
TELUS Digital,Data Scientist,Spain,No,Trainee,2025-02-22,No,104,"Excel, Power BI, SQL, Big Data, ETL",£30K - £40K
Cochrane,Data Science Intern,Ireland,No,Senior,2025-02-22,Yes,90,"Power BI, SQL, Data Visualization",£40K - £50K
Binance,Trainee Data Analyst,UAE,Yes,Internship,2025-02-08,No,423,"Machine Learning, ETL, Excel, Python, SQL",€50K - €60K
Found By Few,Data Science Intern,Saudi Arabia,No,Mid-level,2025-01-26,No,458,"Big Data, Statistics, Power BI, Tableau, SQL",€50K - €60K
Binance,Online Data Analyst,Norway,No,Mid-level,2025-02-05,Yes,363,"Excel, ETL, Power BI",£30K - £40K
Cochrane,Online Data Analyst,Saudi Arabia,Yes,Internship,2025-02-07,No,57,"Machine Learning, Power BI, Python, Data Visualization",€50K - €60K
CONNECTMETA.AI,Freelance Online Data Analyst,Italy,Yes,Mid-level,2025-01-28,Yes,123,"Machine Learning, Big Data, Data Visualization",€50K - €60K
Oeson Learning™,Online Data Analyst,Spain,Yes,Entry-level,2025-02-18,No,478,"Big Data, Machine Learning, ETL",$50K - $70K
TELUS Digital,Freelance Online Data Analyst,France,Yes,Fellowship,2025-02-14,No,166,"Tableau, Data Visualization, Power BI, Python, ETL",£30K - £40K
Oeson Learning™,Sustainability Data Analyst,UAE,Yes,Entry-level,2025-01-28,No,320,"Data Visualization, Big Data, Python, SQL, Statistics",Not Disclosed
Found By Few,Online Data Analyst,Poland,No,Fellowship,2025-01-26,No,292,"Data Visualization, Machine Learning, Big Data, Power BI",€35K - €45K
Found By Few,Data Scientist,Spain,Yes,Fellowship,2025-02-11,Yes,157,"ETL, Python, Excel, Statistics",€50K - €60K
CONNECTMETA.AI,Online Data Analyst,Norway,No,Mid-level,2025-02-14,Yes,448,"SQL, Excel, Python, Data Visualization, Tableau",£40K - £50K
Peroptyx,Online Data Analyst,Poland,No,Internship,2025-02-08,No,110,"Tableau, Machine Learning, Statistics, ETL, SQL, Power BI",£40K - £50K
Oeson Learning™,Freelance Online Data Analyst,Italy,Yes,Fellowship,2025-02-21,No,422,"SQL, Excel, Machine Learning, Data Visualization",€50K - €60K
Found By Few,Data Analyst,Nigeria,Yes,Freelance,2025-02-01,No,491,"Machine Learning, Python, ETL, SQL, Data Visualization, Power BI",£30K - £40K
Peroptyx,Freelance Online Data Analyst,Poland,Yes,Internship,2025-02-14,No,146,"Excel, Statistics, ETL",$50K - $70K
CONNECTMETA.AI,Data Science Intern,Italy,No,Fellowship,2025-01-29,Yes,25,"Tableau, Statistics, Excel, Data Visualization",$50K - $70K
TELUS Digital,Data Analyst,Spain,No,Senior,2025-02-11,No,342,"Data Visualization, Python, Power BI, SQL",$50K - $70K
Talent Glider,Data Analyst,UAE,Yes,Internship,2025-02-05,No,495,"Data Visualization, Statistics, Machine Learning, Python, ETL",Not Disclosed
CONNECTMETA.AI,Freelance Online Data Analyst,UAE,Yes,Freelance,2025-02-13,Yes,389,"Data Visualization, Big Data, Power BI, ETL, SQL, Excel",$70K - $90K
Peroptyx,Data Scientist,Saudi Arabia,Yes,Fellowship,2025-02-17,No,142,"Statistics, Big Data, Data Visualization",£30K - £40K
Talent Glider,Freelance Online Data Analyst,Portugal,No,Entry-level,2025-02-12,Yes,476,"Excel, SQL, Machine Learning, Big Data, Statistics, ETL",£30K - £40K
Cochrane,Freelance Online Data Analyst,Norway,No,Entry-level,2025-02-08,No,241,"Big Data, Statistics, Machine Learning",€35K - €45K
Talent Glider,Data Scientist,Ireland,Yes,Internship,2025-02-04,No,394,"Machine Learning, ETL, Tableau, Python, Statistics",£30K - £40K
Binance,Freelance Online Data Analyst,UAE,Yes,Entry-level,2025-02-11,No,285,"Big Data, Python, Excel",$50K - $70K
Oeson Learning™,Data Scientist,Ireland,Yes,Trainee,2025-02-09,No,465,"SQL, Power BI, Machine Learning",€35K - €45K
Dataleum,Data Analyst,Germany,Yes,Fellowship,2025-02-13,No,250,"Statistics, Python, Machine Learning",€50K - €60K
Cochrane,Freelance Online Data Analyst,Saudi Arabia,Yes,Mid-level,2025-02-22,No,368,"ETL, Tableau, Big Data, Power BI",$70K - $90K
Talent Glider,Freelance Online Data Analyst,France,No,Mid-level,2025-02-10,Yes,296,"Python, SQL, Power BI",£40K - £50K
TELUS Digital,Data Science Intern,United Kingdom,Yes,Fellowship,2025-02-01,Yes,253,"ETL, SQL, Tableau, Data Visualization, Excel, Statistics",£30K - £40K
Talent Glider,Data Analyst,Germany,No,Internship,2025-02-21,Yes,93,"Tableau, Machine Learning, ETL, SQL",€50K - €60K
CONNECTMETA.AI,Data Analyst,Germany,Yes,Senior,2025-02-03,No,148,"SQL, Machine Learning, ETL, Big Data",€50K - €60K
Binance,Sustainability Data Analyst,Germany,Yes,Entry-level,2025-02-03,Yes,393,"Power BI, Python, SQL, Big Data",£30K - £40K
Cochrane,Data Analyst,United Kingdom,No,Fellowship,2025-01-27,No,296,"SQL, ETL, Machine Learning",£30K - £40K
TELUS Digital,Online Data Analyst,Ireland,No,Fellowship,2025-02-05,Yes,37,"SQL, Python, Big Data, Data Visualization",€35K - €45K
Found By Few,Freelance Online Data Analyst,Italy,Yes,Trainee,2025-02-14,Yes,268,"Power BI, Machine Learning, Statistics, ETL",Not Disclosed
Oeson Learning™,Data Analyst,Saudi Arabia,Yes,Fellowship,2025-01-27,Yes,87,"Statistics, Machine Learning, Tableau, Big Data, ETL",£40K - £50K
Oeson Learning™,Online Data Analyst,Saudi Arabia,Yes,Mid-level,2025-02-04,Yes,175,"Machine Learning, Excel, Power BI, Big Data, ETL, Statistics",$70K - $90K
TELUS Digital,Data Science Intern,Italy,No,Fellowship,2025-02-19,Yes,359,"Machine Learning, ETL, Data Visualization",€50K - €60K
Binance,Data Analyst,Ireland,Yes,Entry-level,2025-02-22,Yes,101,"Machine Learning, Excel, SQL, Statistics, Power BI, Data Visualization",Not Disclosed
Dataleum,Data Science Intern,Germany,No,Freelance,2025-02-10,No,116,"Python, Data Visualization, ETL, Excel, Power BI",Not Disclosed
Oeson Learning™,Data Analyst,Saudi Arabia,Yes,Mid-level,2025-02-03,Yes,165,"ETL, Statistics, Machine Learning, Excel, Python",£40K - £50K
Cochrane,Sustainability Data Analyst,Ireland,No,Senior,2025-02-19,Yes,69,"Big Data, ETL, SQL",Not Disclosed
Found By Few,Data Scientist,Italy,Yes,Internship,2025-01-26,No,20,"Power BI, Data Visualization, Machine Learning",£30K - £40K
Dataleum,Data Science Intern,Saudi Arabia,Yes,Internship,2025-02-05,Yes,255,"Excel, Tableau, Machine Learning, Statistics, ETL, Data Visualization",€35K - €45K
Peroptyx,Data Analyst,Portugal,Yes,Trainee,2025-02-10,No,391,"Python, SQL, Data Visualization",£30K - £40K
Cochrane,Data Scientist,United Kingdom,Yes,Entry-level,2025-02-03,Yes,48,"SQL, Machine Learning, Data Visualization, Tableau, ETL",£30K - £40K
Cochrane,Freelance Online Data Analyst,France,Yes,Senior,2025-02-13,No,45,"Excel, Power BI, ETL, Machine Learning",£40K - £50K
CONNECTMETA.AI,Freelance Online Data Analyst,Nigeria,No,Internship,2025-02-07,Yes,467,"Machine Learning, Power BI, Statistics, Big Data",$70K - $90K
CapsLock,Data Analyst,Spain,No,Senior,2025-02-22,Yes,467,"Python, SQL, ETL, Big Data, Power BI",€50K - €60K
Found By Few,Data Analyst,Nigeria,Yes,Entry-level,2025-02-07,Yes,90,"Power BI, Excel, SQL, Big Data",€50K - €60K
Found By Few,Data Analyst,Nigeria,No,Mid-level,2025-02-22,No,95,"Machine Learning, Python, Big Data",$70K - $90K
Talent Glider,Data Analyst,Portugal,No,Freelance,2025-02-16,No,345,"Data Visualization, Machine Learning, Tableau",€50K - €60K
CONNECTMETA.AI,Freelance Online Data Analyst,Portugal,Yes,Fellowship,2025-02-22,Yes,51,"Machine Learning, Statistics, SQL, Tableau, ETL, Python",£30K - £40K
Cochrane,Data Science Intern,Portugal,Yes,Fellowship,2025-02-01,No,240,"Statistics, Excel, Python",£30K - £40K
CONNECTMETA.AI,Online Data Analyst,Nigeria,No,Internship,2025-02-06,Yes,149,"Python, ETL, Big Data, Statistics, SQL, Power BI",£30K - £40K
Cochrane,Data Analyst,Norway,No,Mid-level,2025-02-22,Yes,424,"Statistics, Tableau, ETL, Big Data, SQL, Excel",€50K - €60K
Binance,Data Analyst,UAE,Yes,Mid-level,2025-02-12,Yes,97,"Machine Learning, Power BI, SQL, Big Data, Python",$70K - $90K
Dataleum,Data Science Intern,Nigeria,No,Fellowship,2025-01-25,Yes,318,"Statistics, Power BI, Excel, Data Visualization, Machine Learning",€35K - €45K
CONNECTMETA.AI,Freelance Online Data Analyst,Ireland,No,Senior,2025-02-09,No,213,"Python, Data Visualization, Machine Learning",£40K - £50K
CONNECTMETA.AI,Data Science Intern,United Kingdom,Yes,Trainee,2025-02-06,Yes,295,"Python, Power BI, Tableau, ETL",$70K - $90K
TELUS Digital,Data Science Intern,Portugal,No,Mid-level,2025-02-22,Yes,65,"Data Visualization, Machine Learning, Excel, ETL, Big Data",Not Disclosed
Cochrane,Data Scientist,Nigeria,Yes,Mid-level,2025-02-19,No,438,"SQL, Big Data, Statistics",$50K - $70K
Found By Few,Data Science Intern,France,Yes,Senior,2025-02-17,No,98,"ETL, SQL, Machine Learning, Big Data, Data Visualization",Not Disclosed
Cochrane,Sustainability Data Analyst,Portugal,No,Mid-level,2025-02-21,Yes,217,"Tableau, Data Visualization, SQL, Big Data, Machine Learning, Statistics",Not Disclosed
Dataleum,Online Data Analyst,UAE,No,Mid-level,2025-02-06,Yes,283,"Machine Learning, Statistics, Excel, SQL",Not Disclosed
CONNECTMETA.AI,Freelance Online Data Analyst,Saudi Arabia,Yes,Mid-level,2025-01-25,Yes,468,"ETL, Big Data, Data Visualization",$50K - $70K
TELUS Digital,Data Analyst,Saudi Arabia,No,Fellowship,2025-02-11,Yes,289,"SQL, Excel, Data Visualization, Big Data, Python, Power BI",$50K - $70K
Oeson Learning™,Freelance Online Data Analyst,Poland,No,Freelance,2025-02-02,No,355,"Excel, ETL, Machine Learning, Statistics",£40K - £50K
Oeson Learning™,Data Analyst,Norway,No,Fellowship,2025-02-21,No,78,"Data Visualization, Big Data, Python, Statistics, Excel",$50K - $70K
Found By Few,Freelance Online Data Analyst,Poland,No,Freelance,2025-01-31,No,167,"ETL, SQL, Big Data, Machine Learning, Python",€35K - €45K
TELUS Digital,Trainee Data Analyst,Norway,No,Senior,2025-02-14,No,301,"Excel, Python, Machine Learning, Tableau, SQL",$70K - $90K
CONNECTMETA.AI,Data Analyst,United Kingdom,Yes,Fellowship,2025-02-18,Yes,353,"Machine Learning, Data Visualization, Excel",$70K - $90K
Binance,Data Science Intern,Norway,Yes,Senior,2025-02-12,Yes,248,"ETL, Machine Learning, Tableau, Statistics",€35K - €45K
Talent Glider,Data Analyst,Nigeria,No,Mid-level,2025-02-03,No,288,"SQL, Power BI, Python, Machine Learning, Excel, ETL",£40K - £50K
Peroptyx,Data Science Intern,Norway,Yes,Entry-level,2025-02-19,No,500,"Statistics, ETL, Power BI",€50K - €60K
Talent Glider,Freelance Online Data Analyst,Ireland,Yes,Trainee,2025-01-29,Yes,392,"ETL, Python, Excel",£40K - £50K
Oeson Learning™,Data Science Intern,United Kingdom,No,Internship,2025-02-09,Yes,439,"Big Data, Statistics, ETL, Machine Learning",€35K - €45K
Found By Few,Online Data Analyst,Saudi Arabia,No,Fellowship,2025-02-15,Yes,238,"Data Visualization, Machine Learning, Power BI, Python",€50K - €60K
Talent Glider,Trainee Data Analyst,UAE,Yes,Freelance,2025-02-05,No,70,"SQL, ETL, Data Visualization",€50K - €60K
TELUS Digital,Trainee Data Analyst,United Kingdom,No,Senior,2025-02-22,Yes,419,"ETL, Machine Learning, Python, Data Visualization",€35K - €45K
CapsLock,Data Scientist,Italy,No,Senior,2025-02-04,No,206,"ETL, Power BI, Excel, Tableau, Python, Data Visualization",£40K - £50K
CONNECTMETA.AI,Trainee Data Analyst,Germany,Yes,Trainee,2025-02-04,Yes,223,"Machine Learning, SQL, Tableau",€50K - €60K
TELUS Digital,Trainee Data Analyst,Poland,No,Trainee,2025-01-25,No,436,"Data Visualization, Python, Statistics, Power BI",£30K - £40K
Cochrane,Sustainability Data Analyst,Ireland,Yes,Entry-level,2025-02-07,No,467,"SQL, Data Visualization, ETL",$50K - $70K
TELUS Digital,Freelance Online Data Analyst,Ireland,Yes,Trainee,2025-02-08,No,64,"Tableau, Python, Power BI, Machine Learning, Statistics, Excel",€50K - €60K
CONNECTMETA.AI,Sustainability Data Analyst,Ireland,No,Senior,2025-01-24,No,205,"SQL, Statistics, ETL",£40K - £50K
Found By Few,Data Analyst,Nigeria,Yes,Trainee,2025-01-26,Yes,352,"ETL, Power BI, Data Visualization",$50K - $70K
Oeson Learning™,Data Science Intern,Nigeria,Yes,Senior,2025-02-09,Yes,256,"ETL, Statistics, SQL, Tableau, Data Visualization, Power BI",€35K - €45K
Talent Glider,Online Data Analyst,Poland,Yes,Mid-level,2025-02-08,Yes,254,"ETL, Big Data, Excel, Power BI, Machine Learning",£40K - £50K
Dataleum,Data Science Intern,UAE,No,Freelance,2025-01-25,No,395,"Statistics, ETL, Big Data, Machine Learning, Excel",£40K - £50K
Oeson Learning™,Online Data Analyst,Norway,Yes,Senior,2025-01-27,Yes,169,"Machine Learning, Big Data, Power BI, ETL",$50K - $70K
Oeson Learning™,Online Data Analyst,Germany,No,Mid-level,2025-02-14,No,309,"Tableau, Big Data, ETL, Data Visualization",Not Disclosed
Peroptyx,Trainee Data Analyst,France,No,Trainee,2025-02-19,Yes,188,"ETL, Statistics, Big Data, Power BI",€35K - €45K
CapsLock,Data Analyst,Ireland,Yes,Senior,2025-01-31,No,479,"Statistics, Data Visualization, Big Data, Power BI",Not Disclosed
CapsLock,Data Science Intern,Spain,No,Entry-level,2025-01-31,No,425,"Data Visualization, Python, Excel",$70K - $90K
Talent Glider,Trainee Data Analyst,Ireland,No,Mid-level,2025-02-21,Yes,95,"Tableau, Machine Learning, Power BI, Python",$50K - $70K
TELUS Digital,Freelance Online Data Analyst,France,Yes,Internship,2025-01-28,No,101,"Statistics, Excel, Big Data, Python",€35K - €45K
Dataleum,Freelance Online Data Analyst,Germany,Yes,Mid-level,2025-01-25,No,113,"Excel, Data Visualization, Python",$70K - $90K
CONNECTMETA.AI,Data Science Intern,Germany,Yes,Senior,2025-02-10,Yes,82,"Power BI, SQL, Machine Learning, Big Data",€50K - €60K
Binance,Online Data Analyst,UAE,No,Freelance,2025-02-01,No,153,"Python, ETL, SQL, Big Data, Tableau",€50K - €60K
Talent Glider,Freelance Online Data Analyst,Saudi Arabia,No,Trainee,2025-02-09,No,451,"Excel, Machine Learning, Tableau, Python, SQL, ETL",€35K - €45K
Found By Few,Sustainability Data Analyst,Italy,No,Entry-level,2025-02-06,Yes,42,"Tableau, Python, Machine Learning, ETL",€50K - €60K
CONNECTMETA.AI,Trainee Data Analyst,Ireland,Yes,Freelance,2025-02-07,No,89,"Machine Learning, Power BI, Big Data, Data Visualization, Tableau, Python",$70K - $90K
CapsLock,Trainee Data Analyst,France,No,Senior,2025-02-14,No,321,"Power BI, Statistics, Tableau",£40K - £50K
Peroptyx,Trainee Data Analyst,Portugal,No,Senior,2025-02-09,No,221,"Statistics, Big Data, Excel, Power BI, ETL",£30K - £40K
